"absences","course","school","sex","age","address","famsize","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","activities","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","G3","nursery"
0,"portuguese","MS","M",16,"U","LE3",4,4,"teacher","health","father",1,1,0,"no","yes","no","yes","yes","no",4,1,2,2,5,5,12,"yes"
11,"portuguese","MS","M",15,"R","GT3",1,2,"other","services","mother",3,2,0,"no","yes","yes","yes","no","no",5,5,5,1,3,5,10,"yes"
8,"portuguese","MS","M",15,"U","LE3",2,2,"other","other","mother",3,4,0,"no","yes","yes","yes","no","no",5,4,5,2,3,5,14,"yes"
11,"portuguese","MS","M",15,"U","LE3",2,1,"services","services","mother",1,1,0,"no","no","yes","yes","yes","no",4,3,3,1,2,5,12,"yes"
2,"portuguese","MS","F",16,"R","LE3",2,2,"other","other","mother",1,3,0,"no","yes","no","yes","no","yes",4,3,3,2,2,5,11,"no"
8,"portuguese","MS","F",16,"U","LE3",4,1,"other","other","mother",2,2,0,"no","yes","yes","yes","yes","no",1,2,4,2,2,1,10,"yes"
5,"portuguese","MS","F",17,"U","GT3",3,2,"at_home","other","mother",2,1,0,"no","no","no","yes","no","yes",4,3,3,2,2,1,11,"yes"
0,"portuguese","MS","F",17,"R","GT3",2,2,"other","other","mother",2,2,0,"yes","no","no","yes","no","no",5,1,3,1,1,5,11,"yes"
1,"portuguese","MS","F",16,"U","GT3",4,4,"teacher","services","mother",2,3,0,"no","yes","no","yes","yes","yes",5,3,5,1,4,5,12,"yes"
2,"portuguese","MS","M",17,"R","GT3",4,4,"health","other","father",3,1,3,"no","no","yes","yes","yes","yes",3,3,3,1,3,5,8,"yes"
2,"portuguese","MS","M",17,"R","LE3",1,3,"other","other","father",2,1,0,"no","no","yes","yes","no","yes",5,1,2,3,3,5,12,"yes"
8,"portuguese","MS","M",17,"U","GT3",3,4,"services","other","mother",1,2,1,"no","yes","yes","yes","yes","yes",5,4,4,3,4,5,8,"no"
0,"portuguese","MS","F",17,"U","GT3",4,4,"health","health","father",1,2,0,"no","yes","no","yes","yes","no",5,2,5,1,1,5,16,"yes"
0,"portuguese","MS","M",16,"R","LE3",4,1,"other","at_home","father",1,1,0,"no","no","no","yes","yes","no",4,1,2,2,1,2,11,"yes"
2,"portuguese","MS","F",17,"U","GT3",1,1,"at_home","at_home","mother",1,2,0,"no","no","yes","yes","yes","yes",4,5,5,1,2,3,11,"yes"
0,"portuguese","MS","F",17,"R","GT3",4,2,"other","other","mother",2,2,0,"yes","yes","no","yes","yes","no",4,3,3,2,3,5,18,"no"
0,"portuguese","MS","M",16,"U","LE3",2,2,"other","services","father",2,2,0,"no","yes","no","yes","yes","yes",4,1,2,2,2,5,13,"no"
0,"portuguese","MS","M",17,"U","GT3",3,2,"other","other","father",2,2,0,"no","yes","no","yes","yes","no",4,1,2,2,2,1,13,"yes"
2,"portuguese","MS","M",19,"U","GT3",1,1,"other","other","mother",1,2,2,"no","yes","yes","no","yes","no",4,4,3,3,4,4,10,"yes"
4,"portuguese","MS","M",17,"U","LE3",1,0,"other","other","mother",1,1,0,"no","no","no","yes","no","yes",4,1,2,1,1,5,12,"yes"
3,"portuguese","MS","F",17,"R","GT3",1,1,"at_home","at_home","father",2,1,0,"no","yes","yes","no","yes","yes",3,5,5,2,2,4,10,"yes"
5,"portuguese","MS","F",16,"R","GT3",1,2,"other","other","father",1,3,0,"yes","yes","no","yes","yes","yes",4,3,4,1,1,3,13,"no"
4,"portuguese","MS","M",16,"R","LE3",1,2,"other","at_home","mother",1,1,0,"no","no","no","yes","no","no",4,4,4,2,4,5,11,"yes"
2,"portuguese","MS","F",17,"R","GT3",3,1,"other","other","mother",2,2,3,"no","yes","yes","yes","yes","yes",5,4,4,1,1,5,10,"no"
0,"portuguese","MS","M",17,"R","GT3",2,2,"other","other","mother",2,1,0,"no","no","yes","no","no","yes",5,5,5,3,5,5,10,"yes"
0,"portuguese","MS","M",18,"R","GT3",1,0,"at_home","at_home","other",3,1,1,"yes","yes","no","yes","no","no",4,3,2,1,1,4,13,"yes"
0,"portuguese","MS","M",17,"R","GT3",1,1,"other","services","mother",2,1,0,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,10,"no"
6,"portuguese","MS","M",18,"U","LE3",1,1,"at_home","at_home","mother",2,2,0,"no","yes","yes","yes","no","no",4,3,3,1,4,5,10,"yes"
0,"portuguese","MS","F",16,"R","LE3",2,2,"other","services","father",1,2,0,"no","no","yes","yes","no","yes",5,4,3,1,1,1,12,"yes"
0,"portuguese","MS","M",17,"U","GT3",2,2,"other","other","mother",1,1,1,"no","no","yes","yes","no","yes",1,2,1,2,3,5,0,"yes"
2,"portuguese","MS","M",16,"R","GT3",3,2,"services","other","father",2,1,0,"no","no","no","yes","yes","no",4,5,5,2,3,5,10,"yes"
0,"portuguese","MS","M",16,"R","LE3",1,1,"at_home","other","mother",2,1,0,"no","no","yes","yes","yes","no",4,5,5,2,4,5,9,"yes"
2,"portuguese","MS","M",18,"R","GT3",1,1,"services","other","other",2,1,1,"no","yes","no","no","yes","yes",5,3,3,2,3,5,9,"yes"
0,"portuguese","MS","M",18,"R","GT3",3,2,"services","other","mother",1,1,1,"no","no","no","no","yes","no",2,3,1,2,2,5,0,"yes"
4,"portuguese","MS","M",19,"U","GT3",3,2,"at_home","services","mother",2,1,3,"no","no","yes","yes","no","no",3,2,1,1,1,3,9,"yes"
9,"portuguese","MS","M",18,"U","GT3",3,3,"at_home","at_home","mother",1,2,2,"no","yes","yes","no","yes","no",4,4,5,1,3,3,8,"yes"
6,"portuguese","MS","M",16,"R","GT3",2,2,"services","services","mother",2,1,0,"no","yes","yes","yes","yes","yes",5,4,3,2,4,4,8,"yes"
4,"portuguese","MS","M",19,"U","GT3",2,1,"at_home","other","other",2,1,3,"no","no","yes","no","yes","yes",4,4,3,1,3,5,9,"no"
8,"portuguese","MS","F",16,"U","GT3",3,2,"services","at_home","mother",2,2,2,"no","yes","yes","yes","no","yes",2,5,5,1,1,1,7,"yes"
9,"portuguese","MS","F",17,"U","GT3",1,1,"other","at_home","mother",1,1,0,"no","yes","yes","yes","no","no",4,3,2,1,2,5,10,"yes"
12,"portuguese","MS","M",20,"R","GT3",1,1,"other","other","other",2,1,1,"no","yes","no","no","yes","yes",4,4,3,2,4,4,10,"yes"
8,"portuguese","MS","F",18,"R","GT3",4,3,"services","services","mother",1,1,0,"no","yes","no","yes","yes","no",5,4,4,3,4,2,10,"yes"
8,"portuguese","MS","M",18,"R","GT3",3,2,"other","other","mother",2,1,0,"no","yes","no","yes","yes","no",2,5,5,5,5,5,11,"no"
8,"portuguese","MS","M",19,"R","GT3",1,1,"other","services","other",3,2,1,"no","no","no","yes","yes","no",5,4,4,3,3,2,11,"yes"
4,"portuguese","MS","M",17,"U","GT3",3,3,"health","other","mother",2,2,1,"no","yes","no","yes","yes","no",4,5,4,2,3,3,10,"yes"
0,"portuguese","MS","M",18,"U","LE3",1,3,"at_home","services","mother",1,1,0,"no","no","no","no","yes","yes",4,3,3,2,3,3,9,"yes"
4,"portuguese","MS","M",19,"R","GT3",1,1,"other","other","other",3,1,1,"no","yes","no","yes","yes","no",4,4,4,3,3,5,10,"yes"
2,"portuguese","MS","F",18,"U","GT3",1,2,"at_home","other","mother",2,2,2,"no","yes","no","yes","no","no",4,3,3,1,1,5,8,"yes"
0,"portuguese","MS","F",19,"U","LE3",1,1,"at_home","other","mother",1,1,0,"no","yes","no","no","no","no",1,4,4,1,1,5,7,"yes"
0,"portuguese","MS","F",18,"R","GT3",2,2,"other","other","mother",2,1,1,"no","no","no","no","yes","yes",5,5,5,1,1,3,0,"yes"
0,"portuguese","MS","F",17,"R","GT3",0,0,"at_home","other","mother",2,1,0,"no","yes","no","yes","yes","no",4,4,3,1,1,5,11,"yes"
5,"portuguese","MS","F",17,"R","LE3",3,1,"other","at_home","other",2,3,0,"no","yes","no","no","no","no",4,2,3,2,2,3,8,"yes"
0,"portuguese","MS","F",17,"U","GT3",4,2,"teacher","services","mother",1,2,0,"yes","yes","yes","yes","yes","no",5,5,5,1,3,5,0,"yes"
3,"portuguese","MS","F",18,"R","LE3",2,2,"services","services","mother",1,2,1,"no","yes","yes","yes","yes","no",2,3,3,1,2,4,8,"yes"
0,"portuguese","MS","F",17,"U","GT3",4,1,"health","at_home","mother",1,1,0,"no","yes","no","yes","no","yes",3,2,2,1,1,5,9,"yes"
0,"portuguese","MS","F",17,"U","LE3",1,2,"at_home","other","father",1,1,0,"no","no","no","yes","yes","no",5,5,1,1,1,3,10,"yes"
3,"portuguese","MS","F",18,"U","GT3",1,1,"other","other","mother",3,2,2,"no","no","yes","yes","no","yes",3,4,4,2,2,5,7,"yes"
2,"portuguese","MS","F",18,"U","GT3",2,2,"services","at_home","father",2,2,0,"no","no","yes","yes","yes","no",4,3,5,1,1,1,14,"no"
0,"portuguese","MS","F",17,"U","GT3",3,3,"services","services","mother",2,1,0,"no","yes","no","yes","yes","no",4,4,3,1,1,4,13,"yes"
0,"portuguese","MS","F",18,"U","LE3",1,2,"at_home","other","mother",2,2,0,"no","no","no","yes","yes","no",4,4,3,1,2,4,14,"yes"
0,"portuguese","MS","F",18,"U","GT3",4,4,"teacher","teacher","mother",2,2,0,"no","no","yes","yes","yes","no",4,3,5,1,2,1,18,"no"
3,"portuguese","MS","M",18,"U","LE3",4,4,"services","other","mother",1,1,0,"no","yes","yes","yes","yes","no",5,4,5,1,1,5,17,"yes"
0,"portuguese","MS","F",17,"U","GT3",4,2,"other","other","mother",2,2,0,"no","yes","no","yes","yes","no",4,3,3,1,2,4,18,"yes"
0,"portuguese","MS","F",18,"R","GT3",2,2,"at_home","other","mother",3,2,1,"no","no","yes","yes","no","yes",4,3,3,1,1,4,0,"yes"
8,"portuguese","MS","M",18,"U","LE3",1,2,"at_home","services","mother",2,1,0,"no","yes","no","yes","no","no",4,1,4,5,5,1,11,"no"
5,"portuguese","MS","M",18,"R","GT3",4,4,"at_home","services","mother",3,1,0,"no","yes","yes","yes","yes","yes",2,5,5,1,1,1,14,"yes"
4,"portuguese","MS","M",17,"R","GT3",1,1,"other","services","father",3,1,0,"no","no","no","no","no","no",4,2,3,3,4,4,14,"no"
4,"portuguese","MS","F",18,"U","GT3",2,2,"other","other","mother",2,2,0,"no","yes","no","yes","yes","yes",1,3,1,1,1,2,10,"no"
0,"portuguese","MS","F",18,"U","LE3",2,2,"services","services","father",2,3,0,"no","no","no","yes","yes","yes",5,4,5,1,4,3,13,"yes"
0,"portuguese","MS","F",18,"R","LE3",4,2,"teacher","other","mother",1,2,0,"no","no","yes","yes","yes","yes",5,3,1,1,1,5,0,"yes"
2,"portuguese","MS","F",18,"U","GT3",1,1,"at_home","services","mother",3,2,1,"no","no","no","no","no","no",4,4,2,1,2,2,10,"yes"
0,"portuguese","MS","F",19,"U","GT3",1,1,"at_home","services","father",2,1,1,"no","no","no","no","no","no",5,5,5,2,3,2,0,"yes"
0,"portuguese","MS","F",17,"U","GT3",4,2,"teacher","other","father",2,4,0,"no","no","no","yes","yes","yes",4,2,3,3,1,5,18,"yes"
5,"portuguese","MS","F",17,"R","LE3",2,1,"services","other","mother",2,2,0,"no","no","yes","yes","yes","yes",5,3,3,1,2,2,12,"yes"
2,"portuguese","MS","F",18,"U","LE3",1,1,"at_home","services","mother",1,2,0,"no","no","no","yes","no","yes",5,2,3,1,2,3,11,"yes"
0,"portuguese","MS","F",18,"U","GT3",1,2,"at_home","at_home","father",2,2,0,"no","yes","no","no","no","no",4,1,1,1,1,4,12,"yes"
0,"portuguese","MS","F",19,"R","GT3",1,1,"at_home","at_home","other",2,2,3,"no","yes","yes","no","no","yes",3,5,4,1,4,1,0,"yes"
5,"portuguese","MS","F",18,"R","GT3",2,2,"services","other","mother",2,3,0,"no","no","no","yes","yes","yes",4,2,1,1,1,4,15,"yes"
4,"portuguese","MS","M",17,"R","GT3",4,3,"services","other","mother",2,2,1,"no","yes","yes","yes","yes","yes",4,5,5,1,3,2,11,"no"
0,"portuguese","MS","F",18,"U","GT3",3,3,"services","services","father",1,2,0,"no","yes","no","yes","no","yes",5,3,4,1,1,5,10,"yes"
2,"portuguese","MS","F",17,"R","GT3",4,4,"teacher","services","father",2,2,0,"no","yes","yes","yes","yes","no",4,3,3,1,2,5,12,"yes"
0,"portuguese","MS","F",17,"U","LE3",3,2,"services","other","mother",2,2,0,"no","no","no","yes","no","yes",1,2,3,1,2,5,15,"yes"
2,"portuguese","MS","M",18,"U","LE3",1,1,"other","services","father",2,1,0,"no","no","no","yes","yes","yes",3,3,2,1,2,3,14,"no"
0,"portuguese","MS","F",18,"U","LE3",1,1,"at_home","services","father",2,3,0,"no","no","no","yes","yes","no",5,3,2,1,1,4,18,"yes"
0,"portuguese","MS","F",18,"R","LE3",1,2,"at_home","other","mother",3,2,0,"no","no","no","yes","no","yes",4,3,4,1,4,5,15,"yes"
6,"portuguese","MS","F",18,"U","GT3",3,3,"services","services","mother",2,2,0,"no","yes","no","yes","yes","yes",4,3,2,1,3,3,13,"yes"
4,"portuguese","MS","F",17,"U","LE3",4,4,"at_home","at_home","mother",1,2,0,"no","yes","yes","yes","yes","yes",2,3,4,1,1,1,15,"yes"
0,"portuguese","MS","F",17,"R","GT3",1,2,"other","services","father",2,2,0,"no","no","no","yes","no","no",3,2,2,1,2,3,13,"no"
0,"portuguese","MS","M",18,"R","GT3",1,3,"at_home","other","mother",2,2,0,"no","yes","no","yes","no","no",3,3,4,2,4,3,9,"yes"
0,"portuguese","MS","M",18,"U","LE3",4,4,"teacher","services","mother",2,3,0,"no","no","no","yes","yes","yes",4,2,2,2,2,5,16,"yes"
0,"portuguese","MS","F",17,"R","GT3",1,1,"other","services","mother",3,1,1,"no","yes","no","yes","yes","yes",5,2,1,1,2,1,9,"yes"
0,"portuguese","MS","F",18,"U","GT3",2,3,"at_home","services","father",2,1,0,"no","yes","no","yes","yes","yes",5,2,3,1,2,4,10,"yes"
0,"portuguese","MS","F",18,"R","GT3",4,4,"other","teacher","father",3,2,0,"no","yes","no","yes","yes","yes",3,2,2,4,2,5,0,"no"
3,"portuguese","MS","M",18,"R","LE3",1,2,"at_home","services","father",3,1,0,"no","yes","yes","no","yes","yes",4,3,3,2,3,3,10,"yes"
8,"portuguese","MS","F",17,"U","GT3",2,2,"other","at_home","mother",1,3,0,"no","no","yes","yes","no","yes",3,4,3,1,1,3,12,"yes"
4,"portuguese","MS","F",17,"R","GT3",1,2,"other","other","mother",1,1,0,"no","no","yes","yes","yes","no",3,5,5,1,3,1,9,"yes"
0,"portuguese","MS","F",18,"R","LE3",4,4,"other","other","mother",2,3,0,"no","no","no","yes","yes","no",5,4,4,1,1,1,17,"yes"
4,"portuguese","MS","F",18,"R","GT3",1,1,"other","other","mother",4,3,0,"no","no","no","yes","yes","no",4,3,2,1,2,4,12,"yes"
4,"portuguese","MS","F",19,"R","GT3",1,1,"at_home","other","other",2,2,1,"no","yes","no","yes","yes","yes",4,3,3,1,1,3,9,"yes"
1,"portuguese","MS","F",18,"R","LE3",4,4,"teacher","services","mother",1,2,0,"no","no","yes","yes","yes","no",5,4,3,3,4,2,14,"yes"
1,"portuguese","MS","F",18,"U","GT3",3,3,"other","other","mother",1,2,0,"no","no","no","yes","yes","yes",4,1,3,1,2,1,16,"yes"
10,"portuguese","MS","F",17,"R","GT3",3,1,"at_home","other","mother",1,2,0,"no","yes","yes","yes","yes","no",4,5,4,2,3,1,9,"no"
4,"portuguese","MS","M",18,"U","GT3",4,4,"teacher","teacher","father",1,2,0,"no","no","yes","yes","yes","no",3,2,4,1,4,2,19,"no"
0,"portuguese","MS","M",18,"R","GT3",2,1,"other","other","mother",2,1,0,"no","no","yes","yes","yes","yes",4,4,3,1,3,5,0,"no"
4,"portuguese","MS","M",17,"U","GT3",2,3,"other","services","father",2,2,0,"no","no","yes","yes","yes","no",4,4,3,1,1,3,16,"yes"
0,"portuguese","MS","M",19,"R","GT3",1,1,"other","services","mother",2,1,1,"no","no","no","yes","no","no",4,3,2,1,3,5,0,"yes"
0,"portuguese","MS","M",18,"R","GT3",4,2,"other","other","father",2,1,1,"no","no","no","yes","no","no",5,4,3,4,3,3,0,"yes"
0,"portuguese","MS","F",18,"R","GT3",2,2,"at_home","other","mother",2,3,0,"no","no","no","yes","no","no",5,3,3,1,3,4,15,"yes"
0,"portuguese","MS","F",17,"U","GT3",4,3,"teacher","other","mother",2,2,0,"no","no","no","yes","yes","no",5,5,4,1,1,1,11,"yes"
4,"portuguese","MS","F",18,"R","GT3",4,4,"teacher","at_home","mother",3,1,0,"no","yes","yes","yes","yes","yes",4,4,3,2,2,5,10,"yes"
4,"portuguese","MS","F",19,"R","GT3",2,3,"services","other","mother",1,3,1,"no","no","yes","yes","yes","no",5,4,2,1,2,5,10,"no"
4,"portuguese","MS","F",18,"U","LE3",3,1,"teacher","services","mother",1,2,0,"no","yes","no","yes","yes","no",4,3,4,1,1,1,16,"yes"
6,"portuguese","MS","F",18,"U","GT3",1,1,"other","other","mother",2,2,0,"no","no","yes","yes","no","no",1,1,1,1,1,5,9,"yes"
6,"portuguese","MS","M",17,"U","LE3",3,1,"services","services","mother",2,1,0,"no","no","no","yes","yes","no",2,4,5,3,4,2,10,"no"
4,"portuguese","MS","M",18,"R","LE3",3,2,"services","other","mother",3,1,0,"no","no","no","yes","yes","no",4,4,1,3,4,5,11,"no"
